Name,Rating,Advantage,Disadvantage,Reviews,Salary,Interview,Jobs,Industry,Employees,Ownership,Age,Location,Work Place
Capacit'e Infraprojects,3.6,"Promotions / Appraisal, Salary & Benefits, Job Security",,707,3.1k,48,--,Engineering & Construction , 1k-5k Employees , Public , 12 years old , Mumbai +31 more,
Unicharm,4.2,"Job Security, Skill Development / Learning, Salary & Benefits",,774,2.4k,43,--,Beauty & Personal Care , 1k-5k Employees , Forbes Global 2000 , 63 years old , Mita +144 more,
TechnipFMC,4.0,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal,773,5.1k,59,--,Industrial Machinery , 1k-5k Employees , 7 years old , Paris +39 more,,
Brillio,3.5,"Promotions / Appraisal, Job Security, Work Satisfaction",,833,8.9k,97,--,IT Services & Consulting , 1k-5k Employees , 10 years old , Edison +12 more,,
ThyssenKrupp Industries India,4.2,"Job Security, Work Life Balance, Company Culture",,780,4.3k,51,--,Industrial Machinery , 1k-5k Employees , Conglomerate , 77 years old , Pune +45 more,
Nykaa,3.5,"Promotions / Appraisal, Company Culture, Work Satisfaction",,831,5.2k,84,9,Internet , 1k-5k Employees , Public , 12 years old , Mumbai +82 more,
Kotak Mahindra Prime,4.0,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal,811,3.9k,41,--,NBFC , 5k-10k Employees , Public , 28 years old , Mumbai +126 more,
GEP Worldwide,3.8,"Company Culture, Job Security","Promotions / Appraisal, Salary & Benefits",836,7.2k,93,1,IT Services & Consulting , 1k-5k Employees , 25 years old , Clark +10 more,,
Hindustan Zinc,3.9,Salary & Benefits,"Work Life Balance, Company Culture, Job Security",781,4.2k,40,--,Metals & Mining , 1k-5k Employees , Public , 58 years old , Udaipur +29 more,
Happiest Minds Technologies,3.8,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal,827,9.4k,92,--,IT Services & Consulting , 1k-5k Employees , Public , 13 years old , Bangalore +14 more,
Qualcomm,4.0,"Salary & Benefits, Job Security, Company Culture",,824,10.8k,213,641,Semiconductors , 10k-50k Employees , Forbes Global 2000 , 28 years old , San Diego +15 more,
TEKsystems,3.5,"Promotions / Appraisal, Job Security, Skill Development / Learning",,811,8.6k,80,--,IT Services & Consulting , 1k-5k Employees , 41 years old , Hanover +14 more,,
More Supermarket,3.8,"Promotions / Appraisal, Job Security",,806,3.2k,57,--,Retail , 10k-50k Employees , 17 years old , Mumbai +126 more,,
CarDekho,3.7,"Promotions / Appraisal, Job Security, Work Satisfaction",,795,4.4k,57,118,Internet , 1k-5k Employees , Indian Unicorn , 16 years old , Jaipur +68 more,
Dana Anand,4.1,"Skill Development / Learning, Job Security, Company Culture",,774,2.8k,37,--,Auto Components , 1k-5k Employees , 31 years old , Delhi/NCR +39 more,,
ZF Steering Gear,3.8,Promotions / Appraisal,,771,5.6k,32,14,Auto Components , 501-1k Employees , Public , 109 years old , Pune +23 more,
Hathway,3.7,"Promotions / Appraisal, Salary & Benefits, Company Culture",,760,3.5k,36,--,Broadcasting , 501-1k Employees , 65 years old , Mumbai +50 more,,
CenturyPly,3.9,Promotions / Appraisal,,783,3.4k,50,--,Furniture & Furnishing , 1k-5k Employees , Public , 38 years old , Kolkata +103 more,
Colliers International,4.0,Promotions / Appraisal,,783,4.1k,50,--,Real Estate , 1k-5k Employees , 29 years old , Ontario +35 more,,
Intex Technologies,3.7,"Job Security, Promotions / Appraisal, Company Culture",,727,1.7k,14,--,Consumer Electronics & Appliances , 1k-5k Employees , Public , 28 years old , Delhi/NCR +71 more,
Acuity Knowledge Partners,3.5,Job Security,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",831,8.3k,107,101,Financial Services , 1k-5k Employees , 22 years old , London +11 more,,
Stanza Living,3.1,"Job Security, Promotions / Appraisal, Company Culture",,805,3.2k,74,40,Internet , 501-1k Employees , Startup , 7 years old , Delhi +30 more,
Karur Vysya Bank,3.7,"Promotions / Appraisal, Work Satisfaction, Company Culture",,789,3.7k,49,--,Banking , 5k-10k Employees , Public , 108 years old , Karur +142 more,
Tube Investments of India,4.0,"Skill Development / Learning, Job Security",Promotions / Appraisal,756,2.9k,35,--,Engineering & Construction , 1k-5k Employees , Public , 75 years old , Chennai +54 more,
Reliance AJIO,3.8,Promotions / Appraisal,,797,2.6k,61,--,Internet , 1k-5k Employees , 8 years old , Bengaluru +188 more,,
United Alliance Technology,4.9,"Company Culture, Work Life Balance, Work Satisfaction",,777,33,5,--,IT Services & Consulting , Pune +9 more,,,,
TK Elevator,4.0,"Work Life Balance, Job Security",Promotions / Appraisal,742,3.6k,42,--,Industrial Machinery , 1k-5k Employees , 29 years old , Essen +64 more,,
Aditya Birla Finance,3.9,"Salary & Benefits, Skill Development / Learning, Company Culture",,815,4.7k,35,--,NBFC , 1k-5k Employees , 12 years old , Mumbai +154 more,,
TradeIndia (Infocom Network Private Limited),3.4,"Promotions / Appraisal, Job Security, Work Satisfaction",,767,4.5k,59,23,Internet , 1k-5k Employees , 28 years old , Noida +38 more,,
Pizza Hut,4.0,Skill Development / Learning,,754,2.1k,36,--,Hospitality , 1k-5k Employees , 66 years old , Plano +105 more,,
Bosch Chassis Systems,4.2,"Company Culture, Skill Development / Learning, Work Life Balance",Promotions / Appraisal,711,2.7k,33,--,Auto Components , 1k-5k Employees , 73 years old , Gerlingen +21 more,,
Feedback Infrastructure Services,3.5,"Promotions / Appraisal, Salary & Benefits, Job Security",,731,2.9k,35,--,Engineering & Construction , 5k-10k Employees , 34 years old , Gurgaon/Gurugram +119 more,,
Apotex Research,4.2,"Work Life Balance, Company Culture, Salary & Benefits",,728,2.6k,21,14,Pharma , 201-500 Employees , 21 years old , Brantford +13 more,,
Imperial Auto Industries,3.8,Job Security,"Promotions / Appraisal, Salary & Benefits",767,4.1k,46,--,Auto Components , 1k-5k Employees , Public , 55 years old , Faridabad +35 more,
Rashmi Metaliks,3.6,"Company Culture, Job Security, Work Satisfaction",,766,3.7k,58,--,Iron & Steel , 1k-5k Employees , 20 years old , Kolkata +28 more,,
Spandana Sphoorty Financial,3.7,,,754,2.2k,31,--,NBFC , 10k-50k Employees , Public , 26 years old , Hyderabad/Secunderabad +229 more,
Secure Meters,4.1,"Job Security, Company Culture, Work Life Balance",,753,4k,55,--,Electronics Manufacturing , 1k-5k Employees , Public , 37 years old , Udaipur +69 more,
Syngenta,4.3,"Work Life Balance, Company Culture, Job Security",Promotions / Appraisal,777,3.2k,48,--,Agriculture , 1k-5k Employees , 24 years old , Basel +141 more,,
Kirloskar Brothers,4.0,"Work Life Balance, Skill Development / Learning",Promotions / Appraisal,764,4k,53,--,Industrial Machinery , 1k-5k Employees , Public , 136 years old , Pune +58 more,
Diageo,4.1,"Work Life Balance, Salary & Benefits, Company Culture",Promotions / Appraisal,783,5.5k,54,--,Beverage , 1k-5k Employees , Public , 27 years old , London +85 more,
Sundaram Finance,4.2,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal,762,2.8k,28,--,NBFC , 1k-5k Employees , Public , 70 years old , Chennai +207 more,
Colgate Palmolive,4.2,"Company Culture, Job Security, Work Life Balance",Promotions / Appraisal,749,3.8k,56,--,FMCG , 1k-5k Employees , Public , 87 years old , New York +96 more,
Fidelity Investments,4.3,"Job Security, Company Culture, Work Life Balance",,818,8.1k,66,--,Financial Services , 5k-10k Employees , 81 years old , Boston +17 more,,
Genius Consultants,3.8,"Promotions / Appraisal, Salary & Benefits",,768,3.7k,39,--,Recruitment , 201-500 Employees , 31 years old , Kolkata +77 more,,
H.G. Infra Engineering,4.4,"Skill Development / Learning, Salary & Benefits, Company Culture",,784,2.4k,64,--,Engineering & Construction , 1k-5k Employees , Public , 21 years old , Jaipur +79 more,
Ahluwalia Contracts India,4.1,Job Security,Promotions / Appraisal,747,2.9k,37,--,Engineering & Construction , 1k-5k Employees , Public , 59 years old , Delhi/NCR +49 more,
Kinara Capital,4.5,"Company Culture, Skill Development / Learning, Work Life Balance",,814,1.8k,55,39,FinTech , 1k-5k Employees , 13 years old , Bangalore +108 more,,
Pricol,4.0,Skill Development / Learning,Promotions / Appraisal,740,4k,35,--,Auto Components , 1k-5k Employees , Public , 49 years old , Coimbatore +26 more,
Dassault Systemes,4.0,"Job Security, Work Life Balance, Company Culture","Promotions / Appraisal, Salary & Benefits",796,6k,115,--,Software Product , 5k-10k Employees , Forbes Global 2000 , 43 years old , Velizy-villacoublay +9 more,
PayPal,3.9,"Salary & Benefits, Work Life Balance, Company Culture","Promotions / Appraisal, Job Security",812,7.5k,161,--,FinTech , 1k-5k Employees , Forbes Global 2000 , 26 years old , San Jose +12 more,
Orchids International School,3.1,"Promotions / Appraisal, Work Satisfaction, Job Security",,779,3.3k,80,--,Education & Training , 1k-5k Employees , 20 years old , Nasik/Nashik +25 more,,
Nilkamal,3.9,"Job Security, Work Life Balance","Promotions / Appraisal, Salary & Benefits",760,3.2k,42,--,Furniture & Furnishing , 1k-5k Employees , Public , 43 years old , Mumbai +96 more,
Tata Chemicals,4.2,"Job Security, Skill Development / Learning, Work Life Balance",,708,2.7k,52,--,Chemicals , 1k-5k Employees , Public , 85 years old , Mumbai +79 more,
Sundaram Clayton,4.1,"Skill Development / Learning, Salary & Benefits, Company Culture",,739,3k,20,--,Auto Components , 1k-5k Employees , Public , 62 years old , Chennai +24 more,
Shalby Hospitals,4.6,"Skill Development / Learning, Company Culture, Work Life Balance",,794,1.9k,28,--,Healthcare , 1k-5k Employees , Public , 30 years old , Ahmedabad +23 more,
CALIBEHR,4.1,Skill Development / Learning,Promotions / Appraisal,756,2.6k,53,--,Recruitment , 10k-50k Employees , 45 years old , Mumbai +128 more,,
VIP Industries,4.0,Promotions / Appraisal,,743,3k,29,--,Retail , 1k-5k Employees , Public , 53 years old , Mumbai +85 more,
Incedo,3.4,"Promotions / Appraisal, Work Satisfaction, Job Security",,790,7.9k,127,--,IT Services & Consulting , 1k-5k Employees , 13 years old , Iselin +10 more,,
FLSmidth,3.7,Work Life Balance,"Job Security, Promotions / Appraisal",756,4.4k,29,--,Industrial Machinery , 1k-5k Employees , 142 years old , Copenhagen +21 more,,
JTEKT,4.2,"Company Culture, Job Security, Skill Development / Learning",,760,3.7k,52,--,Auto Components , 1k-5k Employees , Public , 18 years old , Osaka +23 more,
Gmmco,4.2,"Skill Development / Learning, Job Security, Work Satisfaction",Promotions / Appraisal,743,2.5k,30,--,Industrial Machinery , 1k-5k Employees , 57 years old , Chennai +79 more,,
Visionet Systems,3.2,"Promotions / Appraisal, Job Security, Salary & Benefits",,753,5.3k,54,--,IT Services & Consulting , 1k-5k Employees , 29 years old , Cranbury +12 more,,
Fusion Microfinance,4.1,"Job Security, Skill Development / Learning, Work Life Balance",,768,2.4k,33,--,NBFC , 10k-50k Employees , 14 years old , Delhi +209 more,,
eClinicalWorks,3.8,"Job Security, Salary & Benefits, Company Culture",Promotions / Appraisal,766,4.8k,48,--,Software Product , 1k-5k Employees , 25 years old , Westborough +14 more,,
Mahindra First Choice Wheels,3.8,"Promotions / Appraisal, Job Security",,734,3.3k,33,--,Internet , 1k-5k Employees , 30 years old , Mumbai +109 more,,
Air India,4.1,"Work Life Balance, Job Security, Skill Development / Learning",,761,3.6k,83,--,Aviation , 10k-50k Employees , Central , 94 years old , Delhi/NCR +54 more,
SLK Global Services,3.8,Job Security,"Salary & Benefits, Promotions / Appraisal",719,3.5k,26,--,BPO , 1k-5k Employees , 24 years old , Dallas +8 more,,
Egis  India Consulting Engineers,4.1,"Work Life Balance, Company Culture, Work Satisfaction",,711,2.5k,46,--,Engineering & Construction , 1k-5k Employees , 19 years old , Gurgaon/Gurugram +98 more,,
AstraZeneca,4.2,"Work Life Balance, Company Culture, Job Security",,744,6k,35,--,Pharma , 501-1k Employees , Public , 25 years old , Cambridge +42 more,
Perfetti Van Melle,4.4,"Company Culture, Work Satisfaction, Work Life Balance",,733,2.6k,21,--,Food Processing , 1k-5k Employees , 23 years old , Lainate +125 more,,
Nirma,4.3,"Job Security, Work Life Balance, Skill Development / Learning",Promotions / Appraisal,708,3k,34,--,FMCG , 10k-50k Employees , Fortune India 500 , 34 years old , Ahmedabad +53 more,
MakeMyTrip,3.7,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",,754,6.5k,89,--,Internet , 5k-10k Employees , Public , 24 years old , Gurgaon +37 more,
KIMS Hospital,4.1,"Skill Development / Learning, Work Life Balance, Job Security",,742,2.8k,26,--,Healthcare , 1k-5k Employees , 12 years old , Hyderabad/Secunderabad +40 more,,
Next Education India,3.7,"Promotions / Appraisal, Job Security",,731,3.1k,37,--,EdTech , 1k-5k Employees , 17 years old , Hyderabad/Secunderabad +81 more,,
VeeTechnologies,3.9,Job Security,,751,4.3k,63,--,IT Services & Consulting , 1k-5k Employees , 24 years old , New York +27 more,,
Pacific BPO,3.5,"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction",,775,3.8k,54,39,BPO , 1k-5k Employees , 14 years old , Noida +16 more,,
LOREAL,4.1,"Salary & Benefits, Company Culture, Skill Development / Learning",Promotions / Appraisal,738,3.5k,51,24,Beauty & Personal Care , 1k-5k Employees , Forbes Global 2000 , 33 years old , Clichy +84 more,
Caratlane Trading,4.3,"Skill Development / Learning, Company Culture, Job Security",,770,2k,41,15,Retail , 1k-5k Employees , 16 years old , Chennai +56 more,,
Hikal,4.0,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal,728,4k,53,34,Pharma , 1k-5k Employees , 36 years old , Mumbai +17 more,,
MAHLE ANAND Filter Systems,4.2,"Job Security, Company Culture, Work Life Balance",,721,3.1k,27,--,Auto Components , 1k-5k Employees , 19 years old , Stuttgart +25 more,,
Teva Pharmaceuticals,4.2,"Work Life Balance, Job Security, Company Culture",,743,4k,54,--,Pharma , 1k-5k Employees , Forbes Global 2000 , 123 years old , Dublin +33 more,
INDO-MIM,4.3,"Job Security, Skill Development / Learning, Work Life Balance",,711,3.6k,43,--,Industrial Machinery , 1k-5k Employees , 28 years old , Bangalore/Bengaluru +20 more,,
Capital Numbers Infotech,4.7,"Work Life Balance, Company Culture, Work Satisfaction",,756,945,25,--,IT Services & Consulting , 501-1k Employees , 12 years old , Kolkata +17 more,,
Birla Corporation,4.2,"Job Security, Work Life Balance, Company Culture",,738,3.3k,48,--,Building Material , 5k-10k Employees , Public , 105 years old , Kolkata +112 more,
HFCL,4.2,"Work Life Balance, Job Security, Skill Development / Learning",,726,3.5k,46,--,Hardware & Networking , 1k-5k Employees , Public , 37 years old , Delhi/NCR +93 more,
Vedanta Aluminium,3.9,"Job Security, Salary & Benefits","Work Satisfaction, Work Life Balance, Company Culture",746,4.1k,39,--,Metals & Mining , 1k-5k Employees , 21 years old , Jharsuguda +32 more,,
Fluor Corporation,4.3,"Work Life Balance, Company Culture, Salary & Benefits",Job Security,641,1.9k,18,--,Forbes Global 2000 , Gurgaon / Gurugram +22 more,,,,
Prodapt,3.8,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",,767,7.3k,75,--,IT Services & Consulting , 1k-5k Employees , 25 years old , Chennai +11 more,,
C&S Electric,4.0,"Job Security, Work Life Balance","Promotions / Appraisal, Salary & Benefits",710,3.5k,37,--,Electrical Equipment , 5k-10k Employees , 58 years old , Delhi/NCR +49 more,,
Webhelp,3.7,"Promotions / Appraisal, Skill Development / Learning",,761,4.8k,56,--,BPO , 1k-5k Employees , 24 years old , Paris +14 more,,
ICICI Prudential Mutual Fund,3.8,"Skill Development / Learning, Job Security","Promotions / Appraisal, Salary & Benefits",750,4.8k,51,--,Financial Services , 1k-5k Employees , 31 years old , New Delhi +137 more,,
SitusAMC,3.3,"Job Security, Promotions / Appraisal, Skill Development / Learning",,741,4.3k,55,22,Software Product , 1k-5k Employees , Gurgaon / Gurugram +18 more,,,
CADD Centre Training Services,4.1,"Skill Development / Learning, Company Culture, Work Satisfaction","Promotions / Appraisal, Salary & Benefits",670,2.5k,25,19,Education & Training , 1k-5k Employees , 36 years old , Chennai +127 more,,
Zoho,4.3,"Job Security, Company Culture, Work Life Balance",,801,7k,323,--,Software Product , 10k-50k Employees , 28 years old , Chennai +26 more,,
Pernod Ricard,3.9,"Salary & Benefits, Work Life Balance",Promotions / Appraisal,724,3.9k,38,--,Beverage , 1k-5k Employees , Forbes Global 2000 , 49 years old , Paris +96 more,
Future Focus Infotech,3.6,"Promotions / Appraisal, Job Security, Skill Development / Learning",,700,4.6k,44,--,IT Services & Consulting , 5k-10k Employees , 27 years old , Chennai +54 more,,
Metropolis Healthcare,4.1,"Skill Development / Learning, Job Security",Promotions / Appraisal,692,3.1k,41,--,Healthcare , 1k-5k Employees , Conglomerate , 44 years old , Mumbai +77 more,
Uber,4.2,"Company Culture, Work Life Balance, Salary & Benefits",,737,7k,120,--,Internet , 1k-5k Employees , Public , 15 years old , San Francisco +44 more,
Patra Corporation,3.8,"Job Security, Company Culture","Salary & Benefits, Promotions / Appraisal",723,3.6k,59,--,BPO , 1k-5k Employees , 19 years old , El Dorado Hills +14 more,,
Troikaa Pharmaceuticals,3.7,"Job Security, Company Culture",,713,3k,48,--,Pharma , 1k-5k Employees , 41 years old , Ahmedabad +68 more,,
Mu Sigma,2.8,"Work Life Balance, Company Culture, Salary & Benefits",,793,6.6k,164,--,Analytics & KPO , 1k-5k Employees , Indian Unicorn , 20 years old , Northbrook +10 more,
